,Class,PAAC1,PAAC2,PAAC3,PAAC4,PAAC5,PAAC6,PAAC7,PAAC8,PAAC9,PAAC10,PAAC11,PAAC12,PAAC13,PAAC14,PAAC15,PAAC16,PAAC17,PAAC18,PAAC19,PAAC20,PAAC21,PAAC22,PAAC23
10,1,14.69602505,10.05517503,8.508225029,20.11035007,3.867375013,8.508225029,15.46950005,9.281700032,3.093900011,12.37560004,19.33687507,9.281700032,6.961275024,11.60212504,6.187800021,15.46950005,13.14907504,0.773475003,11.60212504,8.508225029,0.07703096,0.081364105,0.068129932
11,1,8.545367383,1.55370316,3.107406321,3.107406321,0.77685158,2.330554741,7.768515802,4.661109481,2.330554741,2.330554741,2.330554741,1.55370316,2.330554741,3.884257901,2.330554741,3.884257901,5.437961062,1.55370316,2.330554741,5.437961062,0.07535057,0.07378483,0.07401302
12,1,3.051602041,0.76290051,3.814502551,5.340303572,0.0,3.051602041,4.577403062,3.051602041,0.76290051,2.288701531,3.051602041,3.814502551,0.76290051,3.814502551,1.525801021,1.525801021,3.051602041,0.76290051,2.288701531,3.814502551,0.087697851,0.077754733,0.071646907
13,1,7.758560114,1.551712023,3.879280057,5.43099208,0.0,1.551712023,2.327568034,2.327568034,0.775856011,0.775856011,4.655136068,2.327568034,0.775856011,3.103424046,2.327568034,5.43099208,3.103424046,0.775856011,3.879280057,5.43099208,0.07608937,0.068858932,0.079195686
14,1,8.522948851,3.874067659,8.522948851,2.324440596,0.774813532,0.774813532,6.198508255,3.099254128,0.0,6.198508255,0.774813532,3.874067659,1.549627064,4.648881191,1.549627064,5.423694723,5.423694723,0.774813532,1.549627064,5.423694723,0.077052384,0.080009515,0.068124569
15,1,8.670476939,4.729351058,7.882251763,2.364675529,0.788225176,1.576450353,7.094026587,3.152900705,0.788225176,7.882251763,7.094026587,4.729351058,2.364675529,1.576450353,2.364675529,6.30580141,5.517576234,1.576450353,3.152900705,4.729351058,0.076705693,0.070977784,0.064091347
16,1,9.193202241,2.29830056,5.362701307,0.766100187,0.0,3.064400747,3.830500934,6.128801494,0.766100187,5.362701307,3.064400747,3.064400747,1.532200374,2.29830056,0.766100187,5.362701307,3.830500934,2.29830056,0.766100187,2.29830056,0.083360509,0.08041165,0.070127654
17,1,4.493063408,2.995375605,2.246531704,1.497687803,1.497687803,3.744219506,5.241907309,2.995375605,0.748843901,4.493063408,2.246531704,4.493063408,1.497687803,0.748843901,0.0,2.995375605,2.995375605,1.497687803,1.497687803,2.995375605,0.077788552,0.094671936,0.078695611
18,1,10.08027625,4.652435194,3.877029329,5.42784106,0.775405866,3.877029329,3.877029329,3.877029329,1.550811731,6.203246926,5.42784106,6.203246926,2.326217597,1.550811731,1.550811731,7.754058657,5.42784106,0.775405866,6.203246926,3.877029329,0.06641017,0.079533338,0.078650627
19,1,2.173122356,6.519367068,4.346244712,3.621870593,0.0,1.448748237,4.346244712,2.173122356,0.724374119,2.897496474,3.621870593,3.621870593,1.448748237,3.621870593,0.0,2.897496474,2.897496474,0.724374119,0.724374119,2.897496474,0.08268926,0.093090699,0.099845923
20,1,6.033920219,3.771200137,2.262720082,3.771200137,0.0,1.508480055,3.016960109,3.016960109,0.0,3.016960109,4.525440164,5.279680191,0.754240027,1.508480055,0.0,2.262720082,7.542400273,0.754240027,4.525440164,2.262720082,0.074038783,0.091240833,0.080480357
21,1,5.21615502,3.725825014,3.725825014,2.980660011,0.745165003,2.235495008,2.980660011,2.980660011,0.0,1.490330006,4.470990017,5.21615502,3.725825014,0.745165003,0.745165003,1.490330006,2.980660011,1.490330006,0.745165003,5.21615502,0.093554253,0.089542493,0.071738251
22,1,9.720989583,5.234379006,2.243305288,2.991073718,1.495536859,2.991073718,3.738842147,6.729915865,1.495536859,4.486610577,1.495536859,4.486610577,3.738842147,1.495536859,4.486610577,2.991073718,1.495536859,2.243305288,1.495536859,7.477684295,0.084833607,0.088652737,0.078745226
23,1,3.867548294,3.094038636,3.094038636,8.508606248,1.547019318,0.0,10.82913522,1.547019318,1.547019318,6.96158693,5.414567612,1.547019318,3.867548294,4.641057953,2.320528977,4.641057953,4.641057953,0.0,1.547019318,5.414567612,0.088724767,0.073938028,0.063827547
24,1,3.747680556,1.499072222,1.499072222,4.497216667,3.747680556,0.749536111,9.743969445,5.246752778,0.0,4.497216667,5.246752778,4.497216667,2.248608333,3.747680556,1.499072222,1.499072222,2.248608333,1.499072222,5.246752778,5.246752778,0.088327174,0.080448169,0.081688546
25,1,10.80774317,2.315944965,2.315944965,2.315944965,1.54396331,3.08792662,5.403871585,9.26377986,0.771981655,2.315944965,5.403871585,2.315944965,1.54396331,2.315944965,3.08792662,3.859908275,0.771981655,1.54396331,3.08792662,6.947834895,0.075380516,0.07966251,0.072975319
26,1,7.5258564,2.25775692,2.25775692,6.02068512,3.01034256,0.75258564,5.26809948,5.26809948,0.0,3.01034256,4.51551384,5.26809948,2.25775692,0.75258564,0.75258564,3.01034256,2.25775692,2.25775692,4.51551384,3.01034256,0.093350884,0.080282964,0.073780512
27,1,10.77354001,3.078154288,0.769538572,1.539077144,0.769538572,3.84769286,3.84769286,9.234462865,0.769538572,2.308615716,6.156308576,0.0,1.539077144,1.539077144,3.84769286,3.078154288,0.769538572,2.308615716,1.539077144,9.234462865,0.07785013,0.076907814,0.075703484
28,1,16.18616854,6.166159442,1.541539861,6.936929373,0.77076993,5.395389512,6.166159442,6.936929373,2.312309791,6.166159442,10.02000909,3.853849652,3.083079721,0.77076993,3.853849652,4.624619582,4.624619582,2.312309791,3.083079721,7.707699303,0.079984912,0.077723862,0.071521295
29,1,14.37042049,11.34506881,1.512675841,6.807041283,1.512675841,6.050703363,2.269013761,9.832392965,3.781689602,4.538027522,9.076055045,2.269013761,4.538027522,2.269013761,8.319717124,3.025351682,5.294365443,2.269013761,2.269013761,9.832392965,0.082704778,0.08830532,0.072651982
30,1,9.113432394,4.556716197,4.556716197,3.797263498,4.556716197,3.797263498,8.353979695,5.316168897,0.7594527,5.316168897,6.075621596,4.556716197,2.278358099,3.797263498,3.037810798,5.316168897,3.037810798,1.518905399,7.594526995,1.518905399,0.081060248,0.073647475,0.085839577
31,1,8.270677407,4.511278585,2.255639293,4.511278585,0.751879764,1.503759528,3.759398821,5.26315835,1.503759528,3.007519057,5.26315835,1.503759528,0.751879764,3.007519057,3.007519057,2.255639293,1.503759528,0.751879764,2.255639293,8.270677407,0.090040641,0.08627797,0.071801625
32,1,7.879664238,1.575932848,7.091697814,9.455597086,2.363899271,0.787966424,11.81949636,8.667630662,5.515764967,7.879664238,8.667630662,11.03152993,6.303731391,1.575932848,4.727798543,7.091697814,3.151865695,0.0,4.727798543,7.091697814,0.076281654,0.071788346,0.063963576
33,1,9.176091636,6.117394424,1.529348606,2.294022909,1.529348606,5.352720121,6.117394424,4.588045818,1.529348606,4.588045818,7.64674303,0.0,1.529348606,2.294022909,3.823371515,3.823371515,3.823371515,1.529348606,0.0,5.352720121,0.076521088,0.088723867,0.070080742
34,1,9.617523966,5.918476287,6.658285823,9.617523966,0.739809536,1.479619072,6.658285823,8.137904895,1.479619072,5.178666751,9.617523966,5.918476287,3.699047679,5.918476287,4.438857215,3.699047679,2.219428608,2.219428608,2.219428608,2.219428608,0.083378136,0.092827724,0.083984604
35,1,6.161798944,6.161798944,3.080899472,15.40449736,1.540449736,0.770224868,10.01292328,3.85112434,2.310674604,5.391574076,8.472473548,3.85112434,2.310674604,6.932023812,6.161798944,3.080899472,6.932023812,1.540449736,1.540449736,5.391574076,0.082140709,0.074183981,0.073450442
36,1,6.055461794,8.326259967,2.270798173,12.11092359,1.513865449,1.513865449,12.11092359,6.812394518,2.270798173,5.29852907,6.812394518,2.270798173,5.29852907,6.055461794,5.29852907,2.270798173,3.784663621,1.513865449,1.513865449,5.29852907,0.081247003,0.085607008,0.076213265
37,1,6.025508512,6.778697075,1.506377128,16.57014841,1.506377128,1.506377128,8.285074203,6.778697075,2.259565692,5.272319948,7.531885639,3.012754256,4.519131384,6.778697075,4.519131384,2.259565692,4.519131384,1.506377128,1.506377128,6.025508512,0.08633368,0.084805372,0.075672384
38,1,12.14687072,5.314255939,5.314255939,6.073435359,0.75917942,4.55507652,10.62851188,3.7958971,2.27753826,8.350973619,7.591794199,9.869332459,2.27753826,8.350973619,1.51835884,6.073435359,4.55507652,0.75917942,1.51835884,3.03671768,0.08003723,0.081812081,0.078971269
39,1,2.291858859,6.111623624,3.819764765,0.0,0.763952953,0.0,2.291858859,0.763952953,1.527905906,3.819764765,3.055811812,4.583717718,0.763952953,3.055811812,2.291858859,4.583717718,6.875576577,0.0,0.0,2.291858859,0.077798931,0.081951198,0.076296918
40,1,7.119395177,1.582087817,4.746263451,11.86565863,0.791043909,3.164175634,9.492526902,0.791043909,1.582087817,5.53730736,10.28357081,7.119395177,1.582087817,3.164175634,0.791043909,3.955219543,7.910439085,0.0,5.53730736,4.746263451,0.060909624,0.067731576,0.080314891
41,1,5.526615793,0.789516542,6.316132334,11.84274813,1.579033084,1.579033084,11.84274813,1.579033084,1.579033084,6.316132334,7.895165418,7.105648876,3.158066167,2.368549625,0.789516542,5.526615793,7.895165418,0.0,6.316132334,7.895165418,0.069527357,0.071347168,0.069608933
42,1,7.802456897,2.340737069,3.901228449,8.582702587,1.560491379,3.901228449,18.72589655,1.560491379,0.78024569,4.681474138,10.14319397,7.022211208,1.560491379,5.461719828,1.560491379,3.120982759,9.362948277,0.0,6.241965518,3.120982759,0.065146424,0.079514194,0.075093692
43,1,9.876337649,0.759718281,6.077746245,5.318027965,1.519436561,1.519436561,9.876337649,1.519436561,2.279154842,4.558309684,6.837464526,13.67492905,2.279154842,4.558309684,0.759718281,9.116619368,3.038873123,6.077746245,1.519436561,3.798591403,0.080338966,0.075598114,0.084344639
44,1,1.524974342,1.524974342,8.38735888,5.337410197,0.0,1.524974342,8.38735888,3.812435855,1.524974342,5.337410197,3.049948684,4.574923026,1.524974342,3.812435855,0.0,5.337410197,2.287461513,0.762487171,3.049948684,3.812435855,0.074486569,0.089423684,0.073602577
45,1,9.645337978,5.935592602,2.967796301,5.935592602,1.483898151,3.709745376,8.161439828,3.709745376,0.741949075,5.193643527,6.677541677,2.967796301,1.483898151,0.741949075,0.741949075,3.709745376,0.741949075,1.483898151,2.225847226,5.935592602,0.08595546,0.095232359,0.076863105
46,1,3.072628899,3.072628899,0.768157225,6.913415022,0.768157225,2.304471674,7.681572247,2.304471674,0.0,2.304471674,5.377100573,1.536314449,3.072628899,0.768157225,0.0,3.840786124,3.840786124,0.768157225,0.768157225,3.072628899,0.075408641,0.07971617,0.076717964
47,1,5.383326124,0.769046589,0.769046589,1.538093178,0.0,3.076186357,8.459512481,1.538093178,0.0,0.769046589,1.538093178,0.769046589,3.076186357,2.307139768,0.769046589,1.538093178,3.076186357,0.769046589,2.307139768,1.538093178,0.081655559,0.074585324,0.074712528
48,1,5.404065917,3.088037667,6.176075334,3.088037667,0.772009417,0.772009417,6.948084751,3.860047084,1.544018834,16.21219775,10.80813183,7.720094168,1.544018834,6.948084751,1.544018834,5.404065917,4.632056501,0.772009417,4.632056501,3.860047084,0.072786556,0.083912883,0.071291144
49,1,9.947779335,6.886924155,9.947779335,7.65213795,0.0,9.947779335,14.5390621,10.71299313,3.06085518,7.65213795,19.13034487,18.36513108,3.826068975,8.417351745,4.59128277,7.65213795,2.295641385,4.59128277,6.12171036,6.12171036,0.075657266,0.073189924,0.085939015
50,1,9.987641922,9.987641922,3.073120591,7.682801478,3.073120591,5.377961035,10.75592207,7.682801478,3.073120591,16.90216325,26.88980517,9.219361774,6.914521331,15.36560296,5.377961035,14.59732281,2.304840444,3.841400739,11.52420222,9.219361774,0.076308739,0.077433368,0.077977745
51,1,11.59413128,6.956478767,5.410594596,6.956478767,4.637652511,6.183536682,8.502362937,10.04824711,3.091768341,8.502362937,27.05297298,7.729420852,7.729420852,18.55061004,3.091768341,9.275305022,4.637652511,4.637652511,16.23178379,10.82118919,0.07630864,0.077985895,0.072763381
52,1,10.24581747,3.940699027,11.82209708,4.728838832,2.364419416,4.728838832,11.82209708,3.152559221,3.940699027,22.85605436,22.85605436,13.39837669,1.576279611,16.55093591,3.152559221,10.24581747,8.669537859,3.152559221,11.82209708,9.457677664,0.064362517,0.076679119,0.070818559
53,1,12.95665433,3.239163581,13.76644522,5.668536267,2.429372686,6.478327163,5.668536267,8.097908953,4.048954477,20.24477238,22.67414507,10.52728164,2.429372686,12.95665433,3.239163581,11.33707253,8.097908953,1.619581791,10.52728164,17.0056088,0.060791731,0.066541092,0.062876282
54,1,9.49683951,4.748419755,7.914032925,6.33122634,2.374209877,3.16561317,7.914032925,9.49683951,1.582806585,21.3678889,20.5764856,11.87104939,4.748419755,14.24525926,3.957016462,12.66245268,9.49683951,2.374209877,8.705436217,10.2882428,0.064514564,0.07506056,0.069021583
55,1,5.171990446,7.388557781,8.866269337,8.866269337,0.738855778,1.477711556,7.388557781,3.69427889,2.216567334,8.127413559,8.127413559,14.77711556,2.216567334,4.433134668,0.0,7.388557781,1.477711556,0.738855778,8.127413559,2.216567334,0.095140349,0.088414709,0.077589164
56,1,0.750853519,1.501707038,3.754267594,6.00682815,0.0,2.252560556,12.76450982,0.750853519,0.750853519,5.255974631,6.00682815,7.508535188,2.252560556,6.757681669,1.501707038,1.501707038,1.501707038,2.252560556,3.754267594,5.255974631,0.085893479,0.087050338,0.076202665
57,1,0.767726547,1.535453094,6.909538922,6.141812375,0.0,2.303179641,11.5158982,0.767726547,0.767726547,6.909538922,7.677265469,7.677265469,2.303179641,3.838632735,1.535453094,1.535453094,5.374085828,3.070906188,5.374085828,3.070906188,0.08142037,0.082232345,0.068620738
58,1,3.111773074,1.555886537,5.445602879,10.11326249,0.777943268,0.777943268,11.66914903,1.555886537,0.777943268,10.89120576,9.335319221,5.445602879,3.111773074,2.333829805,3.889716342,3.889716342,7.779432684,0.0,7.779432684,5.445602879,0.073911458,0.080547155,0.067598119
59,1,0.762098401,1.524196802,5.334688806,2.286295203,0.0,5.334688806,11.43147601,3.048393604,1.524196802,7.620984009,6.096787207,12.95567282,1.524196802,9.145180811,0.762098401,6.858885608,3.048393604,0.762098401,6.096787207,9.907279212,0.075284009,0.083852919,0.078764672
60,1,1.483981947,2.967963894,5.193936815,1.483981947,0.0,3.709954868,9.645882656,1.483981947,0.0,9.645882656,4.451945841,10.38787363,2.967963894,4.451945841,0.0,3.709954868,1.483981947,0.0,1.483981947,2.225972921,0.084142806,0.096832549,0.077033672
61,1,2.221584319,5.92422485,8.145809169,2.221584319,0.0,2.962112425,11.10792159,0.740528106,0.0,9.626865381,8.145809169,11.8484497,0.740528106,2.962112425,0.0,3.702640531,0.740528106,0.0,2.221584319,4.443168637,0.088766185,0.081536559,0.089169149
62,1,1.481561928,3.70390482,5.926247712,2.963123856,0.0,0.740780964,11.85249542,2.222342892,0.740780964,10.3709335,5.926247712,14.81561928,2.222342892,7.40780964,0.0,2.963123856,2.963123856,0.0,6.667028676,3.70390482,0.090497515,0.087309317,0.081412204
63,1,1.459567708,3.64891927,6.568054686,2.919135416,0.0,1.459567708,8.757406248,3.64891927,0.0,13.86589323,4.378703124,16.05524479,2.919135416,5.108486978,1.459567708,2.919135416,0.729783854,0.0,6.568054686,2.189351562,0.086534971,0.093550643,0.090130532
64,1,1.524710674,3.811776686,3.049421348,4.574132023,0.0,4.574132023,7.623553371,1.524710674,2.287066011,10.67297472,7.623553371,7.623553371,2.287066011,6.098842697,2.287066011,5.33648736,1.524710674,0.762355337,3.049421348,5.33648736,0.077254884,0.086936568,0.073453212
65,1,0.758093754,6.06475003,3.790468769,3.790468769,0.0,3.790468769,8.339031291,3.032375015,2.274281261,12.88759381,6.06475003,5.306656276,2.274281261,4.548562523,1.516187508,2.274281261,4.548562523,0.758093754,3.790468769,5.306656276,0.078041102,0.083194621,0.080670523
66,1,0.0,5.215695535,4.470596173,5.960794897,0.0,2.980397449,7.450993622,2.980397449,1.490198724,9.686291708,6.70589426,5.960794897,2.235298087,5.960794897,1.490198724,5.215695535,2.235298087,1.490198724,3.725496811,5.215695535,0.087279008,0.095302656,0.072318974
67,1,0.739206755,5.913654036,3.696033773,5.174447282,0.0,2.956827018,8.870481054,1.478413509,2.217620264,13.30572158,3.696033773,4.435240527,1.478413509,5.174447282,0.739206755,2.956827018,2.217620264,1.478413509,2.956827018,5.913654036,0.082760901,0.093290554,0.08474179
68,1,2.244281757,3.740469595,2.992375676,5.236657433,0.748093919,4.488563514,6.73284527,1.496187838,2.244281757,11.9695027,5.984751351,11.9695027,3.740469595,7.480939189,1.496187838,5.984751351,0.748093919,0.0,4.488563514,5.236657433,0.08644916,0.083671371,0.081785551
69,1,1.509848622,3.774621555,6.039394488,2.264772933,1.509848622,3.774621555,11.32386466,2.264772933,0.0,8.30416742,7.549243109,8.30416742,3.774621555,6.039394488,0.754924311,3.019697244,3.774621555,0.0,3.019697244,5.284470177,0.081943559,0.083525985,0.079606145
70,1,2.236660504,4.473321008,4.473321008,5.218874509,0.745553501,0.745553501,6.709981512,1.491107003,0.745553501,8.946642016,4.473321008,10.43774902,2.982214005,3.727767507,1.491107003,3.727767507,3.727767507,0.745553501,6.709981512,5.964428011,0.074019181,0.090056501,0.090370817
71,1,0.0,4.434517535,6.651776302,3.695431279,0.0,3.695431279,8.129948814,2.956345023,0.739086256,8.129948814,6.651776302,9.608121326,2.217258767,7.390862558,0.0,2.956345023,3.695431279,0.0,3.695431279,4.434517535,0.084294088,0.08815141,0.088468246
72,1,0.756330363,3.781651814,9.832294716,6.806973265,0.0,2.268991088,15.88293762,4.537982177,0.0,6.050642902,9.832294716,9.832294716,2.268991088,6.050642902,2.268991088,3.025321451,7.563303628,0.756330363,6.806973265,6.050642902,0.086055047,0.09068512,0.06692947
73,1,1.568978165,0.0,10.98284715,7.844890823,0.784489082,3.922445412,14.12080348,6.275912658,0.0,8.629379905,4.706934494,7.060401741,0.784489082,7.060401741,2.353467247,2.353467247,7.060401741,0.784489082,6.275912658,8.629379905,0.073119685,0.076686877,0.065704355
74,1,2.306087696,0.0,9.993046681,4.612175391,0.0,0.768695899,16.14261387,6.918263087,0.0,6.149567188,9.993046681,9.224350783,2.306087696,6.918263087,2.306087696,1.537391797,6.149567188,0.768695899,6.149567188,6.918263087,0.079622111,0.078955278,0.072726713
75,1,2.264904484,2.264904484,4.529808968,6.039745291,0.0,0.754968161,10.56955426,2.264904484,1.509936323,5.284777129,8.304649774,6.794713452,0.754968161,5.284777129,1.509936323,4.529808968,3.019872645,0.754968161,3.019872645,5.284777129,0.087683341,0.083250002,0.074098496
76,1,0.0,1.527412571,4.582237714,2.291118857,0.0,2.291118857,6.87335657,3.818531428,3.054825142,7.637062856,6.87335657,6.87335657,1.527412571,3.818531428,1.527412571,3.818531428,1.527412571,0.763706286,0.763706286,5.345943999,0.076266923,0.077169643,0.082857148
77,1,0.749416131,2.997664526,1.498832263,2.248248394,0.0,5.24591292,5.995329051,3.747080657,0.749416131,8.243577445,7.494161314,7.494161314,2.248248394,2.248248394,0.749416131,4.496496788,2.997664526,0.749416131,1.498832263,3.747080657,0.089066644,0.081496956,0.080020269
78,1,0.0,6.036571501,6.036571501,6.791142939,0.754571438,0.754571438,6.791142939,1.509142875,0.754571438,14.33685732,9.80942869,16.60057163,5.282000064,5.282000064,1.509142875,4.527428626,4.527428626,0.754571438,6.036571501,1.509142875,0.085762783,0.084182894,0.075482886
79,1,0.770984222,1.541968445,6.167873778,3.854921111,0.0,0.0,8.480826445,0.770984222,0.770984222,12.33574756,6.938858001,13.10673178,2.312952667,6.167873778,1.541968445,6.938858001,2.312952667,0.770984222,3.083936889,1.541968445,0.074072822,0.076022499,0.078920456
80,1,3.068368773,0.0,2.30127658,4.60255316,0.767092193,4.60255316,7.670921933,3.835460967,1.534184387,6.136737547,5.369645353,8.438014127,0.767092193,3.835460967,0.767092193,1.534184387,1.534184387,0.0,6.136737547,7.670921933,0.078028625,0.079650249,0.075228933
81,1,0.751230923,3.00492369,5.258616458,4.507385535,0.0,3.00492369,9.014771071,1.502461845,0.0,10.51723292,7.512309226,6.761078303,1.502461845,6.009847381,0.751230923,4.507385535,2.253692768,0.0,3.756154613,1.502461845,0.087503002,0.076655075,0.084611001
82,1,0.763699444,3.054797775,6.873294993,5.345896106,0.763699444,0.0,6.873294993,0.763699444,1.527398887,8.40069388,8.40069388,6.873294993,2.291098331,5.345896106,0.763699444,2.291098331,3.818497218,0.763699444,4.582196662,3.054797775,0.081780208,0.084564284,0.069956064
83,1,0.746213414,4.477280483,5.223493897,5.969707311,0.0,0.0,8.208347553,0.0,0.746213414,7.462134139,8.208347553,8.208347553,1.492426828,5.223493897,2.238640242,2.238640242,2.238640242,0.746213414,2.984853655,4.477280483,0.073671979,0.09445937,0.085655237
84,1,2.267767433,0.755922478,4.535534866,3.779612388,0.0,0.755922478,10.58291469,0.755922478,0.0,7.559224776,3.779612388,10.58291469,1.511844955,6.803302299,0.0,3.023689911,3.779612388,0.755922478,2.267767433,4.535534866,0.085989857,0.089940539,0.068147126
85,1,0.0,3.801256301,6.842261343,4.561507562,0.0,1.520502521,12.92427142,2.280753781,0.0,8.362763863,4.561507562,6.842261343,1.520502521,6.842261343,0.76025126,4.561507562,3.041005041,0.76025126,6.082010082,4.561507562,0.081349957,0.075146457,0.083252326
86,1,1.529114659,2.293671989,3.822786648,12.23291727,0.0,2.293671989,11.46835995,2.293671989,0.0,6.881015967,6.116458637,9.939245286,2.293671989,3.822786648,0.76455733,5.351901308,3.822786648,1.529114659,6.116458637,3.058229319,0.082333863,0.07366284,0.079445967
87,1,1.537695269,2.306542904,6.919628712,3.075390538,0.0,1.537695269,10.76386688,0.768847635,1.537695269,8.457323981,8.457323981,9.99501925,2.306542904,3.075390538,0.768847635,2.306542904,3.844238173,0.768847635,5.381933442,2.306542904,0.078462676,0.079802175,0.072887515
88,1,1.53327857,3.06655714,4.599835711,4.599835711,1.53327857,4.599835711,12.26622856,3.833196426,1.53327857,8.433032136,5.366474996,7.666392851,5.366474996,4.599835711,0.766639285,6.133114281,3.833196426,0.766639285,6.133114281,4.599835711,0.068668349,0.087872186,0.07682018
89,1,0.0,2.272749547,0.757583182,5.303082277,0.0,5.303082277,9.848581371,3.787915912,0.0,6.060665459,7.575831824,6.818248642,2.272749547,3.787915912,0.757583182,2.272749547,6.060665459,1.515166365,6.060665459,5.303082277,0.083148939,0.082656509,0.07661137
90,1,0.729979492,4.379876954,5.839835939,5.839835939,0.729979492,1.459958985,6.569815432,0.729979492,0.729979492,10.94969239,3.649897462,5.839835939,1.459958985,4.379876954,0.0,5.109856447,2.189938477,1.459958985,4.379876954,2.189938477,0.087422392,0.09633559,0.086262526
91,1,0.751939364,4.511636185,3.759696821,6.767454277,0.0,3.759696821,12.03102983,0.0,0.751939364,6.767454277,9.775211733,9.775211733,3.007757456,5.263575549,1.503878728,3.759696821,0.751939364,3.007757456,6.767454277,3.007757456,0.084904391,0.081886552,0.081269693
92,1,10.60367458,3.029621308,2.272215981,6.816647944,0.0,5.30183729,10.60367458,5.30183729,0.757405327,3.029621308,4.544431963,4.544431963,1.514810654,6.059242617,2.272215981,5.30183729,6.816647944,1.514810654,4.544431963,5.30183729,0.087866335,0.071861107,0.082867231
93,1,3.625303382,5.075424735,2.175182029,7.97566744,0.0,1.450121353,4.350364058,2.900242705,0.725060676,5.800485411,3.625303382,0.0,1.450121353,0.725060676,0.0,1.450121353,1.450121353,0.0,2.175182029,2.175182029,0.077980316,0.090270878,0.10668813
94,1,5.429361171,2.326869073,2.326869073,3.878115122,0.775623024,3.102492098,6.98060722,1.551246049,0.775623024,4.653738147,10.08309932,3.102492098,2.326869073,0.775623024,3.102492098,2.326869073,3.102492098,0.0,2.326869073,2.326869073,0.07238147,0.081678449,0.070317056
95,1,6.665372946,5.924775952,2.962387976,2.962387976,0.740596994,2.221790982,8.146566934,2.962387976,0.740596994,8.887163928,5.924775952,2.962387976,0.740596994,3.70298497,2.221790982,10.36835792,1.481193988,1.481193988,1.481193988,5.924775952,0.080921336,0.088251733,0.090229937
96,1,8.470956054,3.85043457,2.310260742,5.390608398,2.310260742,0.770086914,13.86156445,10.01112988,3.85043457,5.390608398,10.7812168,2.310260742,3.080347656,2.310260742,2.310260742,7.70086914,5.390608398,2.310260742,3.080347656,6.160695312,0.079489127,0.078542967,0.071880993
97,1,13.42776229,7.45986794,2.237960382,4.475920764,1.491973588,5.967894352,8.205854734,2.983947176,2.983947176,4.475920764,8.951841529,3.72993397,0.745986794,0.745986794,0.745986794,3.72993397,8.951841529,2.983947176,2.983947176,5.221907558,0.078313946,0.093255157,0.082444102
