,Class,AAC1,AAC2,AAC3,AAC4,AAC5,AAC6,AAC7,AAC8,AAC9,AAC10,AAC11,AAC12,AAC13,AAC14,AAC15,AAC16,AAC17,AAC18,AAC19,AAC20
70,1,0.028037383,0.009345794,0.065420561,0.08411215,0.046728972,0.018691589,0.009345794,0.112149533,0.130841121,0.056074766,0.037383178,0.056074766,0.018691589,0.009345794,0.056074766,0.046728972,0.046728972,0.074766355,0.009345794,0.08411215
71,1,0.0,0.0,0.046728972,0.102803738,0.093457944,0.037383178,0.009345794,0.102803738,0.121495327,0.08411215,0.028037383,0.08411215,0.0,0.046728972,0.056074766,0.037383178,0.046728972,0.056074766,0.0,0.046728972
72,1,0.007246377,0.0,0.065217391,0.152173913,0.057971014,0.043478261,0.0,0.057971014,0.094202899,0.094202899,0.02173913,0.094202899,0.02173913,0.02173913,0.036231884,0.028985507,0.072463768,0.057971014,0.007246377,0.065217391
73,1,0.015503876,0.007751938,0.07751938,0.139534884,0.069767442,0.062015504,0.0,0.085271318,0.069767442,0.046511628,0.007751938,0.108527132,0.023255814,0.03875969,0.0,0.023255814,0.069767442,0.085271318,0.007751938,0.062015504
74,1,0.023255814,0.0,0.046511628,0.162790698,0.069767442,0.069767442,0.0,0.062015504,0.093023256,0.100775194,0.023255814,0.100775194,0.023255814,0.007751938,0.0,0.015503876,0.062015504,0.069767442,0.007751938,0.062015504
75,1,0.03030303,0.0,0.080808081,0.141414141,0.070707071,0.03030303,0.02020202,0.070707071,0.090909091,0.111111111,0.01010101,0.060606061,0.02020202,0.01010101,0.03030303,0.060606061,0.04040404,0.070707071,0.01010101,0.04040404
76,1,0.0,0.0,0.035294118,0.105882353,0.058823529,0.058823529,0.047058824,0.117647059,0.105882353,0.105882353,0.023529412,0.070588235,0.023529412,0.035294118,0.023529412,0.058823529,0.023529412,0.082352941,0.011764706,0.011764706
77,1,0.011494253,0.0,0.034482759,0.091954023,0.034482759,0.057471264,0.011494253,0.126436782,0.114942529,0.114942529,0.034482759,0.022988506,0.011494253,0.08045977,0.045977011,0.068965517,0.045977011,0.057471264,0.011494253,0.022988506
78,1,0.0,0.007575758,0.068181818,0.068181818,0.053030303,0.015151515,0.007575758,0.143939394,0.166666667,0.098484848,0.053030303,0.060606061,0.015151515,0.007575758,0.060606061,0.045454545,0.045454545,0.015151515,0.007575758,0.060606061
79,1,0.009708738,0.0,0.048543689,0.106796117,0.077669903,0.009708738,0.009708738,0.155339806,0.165048544,0.087378641,0.029126214,0.077669903,0.019417476,0.0,0.019417476,0.087378641,0.029126214,0.019417476,0.009708738,0.038834951
80,1,0.043478261,0.010869565,0.065217391,0.108695652,0.054347826,0.054347826,0.02173913,0.086956522,0.119565217,0.076086957,0.010869565,0.032608696,0.010869565,0.065217391,0.0,0.02173913,0.02173913,0.108695652,0.0,0.086956522
81,1,0.010416667,0.0,0.0625,0.125,0.083333333,0.020833333,0.0,0.145833333,0.09375,0.104166667,0.020833333,0.072916667,0.010416667,0.041666667,0.041666667,0.0625,0.03125,0.020833333,0.0,0.052083333
82,1,0.010526316,0.010526316,0.073684211,0.094736842,0.073684211,0.010526316,0.021052632,0.115789474,0.094736842,0.115789474,0.031578947,0.094736842,0.010526316,0.0,0.042105263,0.031578947,0.052631579,0.042105263,0.010526316,0.063157895
83,1,0.010526316,0.0,0.084210526,0.115789474,0.073684211,0.0,0.010526316,0.105263158,0.115789474,0.115789474,0.021052632,0.073684211,0.031578947,0.0,0.063157895,0.031578947,0.031578947,0.063157895,0.010526316,0.042105263
84,1,0.033333333,0.0,0.055555556,0.155555556,0.1,0.011111111,0.0,0.111111111,0.155555556,0.055555556,0.022222222,0.066666667,0.0,0.011111111,0.011111111,0.044444444,0.055555556,0.066666667,0.011111111,0.033333333
85,1,0.0,0.0,0.057142857,0.161904762,0.085714286,0.028571429,0.0,0.104761905,0.085714286,0.057142857,0.019047619,0.085714286,0.00952381,0.019047619,0.047619048,0.057142857,0.038095238,0.057142857,0.00952381,0.076190476
86,1,0.017857143,0.0,0.142857143,0.133928571,0.044642857,0.026785714,0.0,0.080357143,0.116071429,0.071428571,0.026785714,0.044642857,0.008928571,0.026785714,0.026785714,0.0625,0.044642857,0.035714286,0.017857143,0.071428571
87,1,0.02020202,0.0,0.04040404,0.141414141,0.04040404,0.01010101,0.02020202,0.111111111,0.131313131,0.111111111,0.03030303,0.090909091,0.01010101,0.02020202,0.03030303,0.03030303,0.050505051,0.03030303,0.01010101,0.070707071
88,1,0.016806723,0.016806723,0.050420168,0.134453782,0.050420168,0.042016807,0.016806723,0.092436975,0.084033613,0.058823529,0.058823529,0.050420168,0.008403361,0.050420168,0.033613445,0.067226891,0.042016807,0.050420168,0.008403361,0.067226891
89,1,0.0,0.0,0.07,0.13,0.05,0.05,0.0,0.08,0.09,0.1,0.03,0.01,0.01,0.07,0.03,0.03,0.08,0.07,0.02,0.08
90,1,0.010638298,0.010638298,0.085106383,0.095744681,0.063829787,0.010638298,0.010638298,0.159574468,0.085106383,0.053191489,0.021276596,0.085106383,0.0,0.021276596,0.063829787,0.074468085,0.031914894,0.031914894,0.021276596,0.063829787
91,1,0.00877193,0.0,0.078947368,0.140350877,0.061403509,0.0,0.00877193,0.078947368,0.114035088,0.114035088,0.035087719,0.043859649,0.01754386,0.043859649,0.052631579,0.043859649,0.00877193,0.035087719,0.035087719,0.078947368
92,1,0.117647059,0.0,0.075630252,0.117647059,0.067226891,0.058823529,0.008403361,0.033613445,0.050420168,0.050420168,0.016806723,0.025210084,0.025210084,0.058823529,0.033613445,0.058823529,0.075630252,0.058823529,0.016806723,0.050420168
93,1,0.076923077,0.0,0.169230769,0.092307692,0.015384615,0.061538462,0.015384615,0.123076923,0.0,0.076923077,0.030769231,0.046153846,0.0,0.030769231,0.107692308,0.030769231,0.030769231,0.046153846,0.0,0.046153846
94,1,0.088607595,0.012658228,0.063291139,0.113924051,0.012658228,0.025316456,0.012658228,0.075949367,0.050632911,0.164556962,0.037974684,0.037974684,0.050632911,0.050632911,0.037974684,0.037974684,0.050632911,0.037974684,0.0,0.037974684
95,1,0.08490566,0.009433962,0.037735849,0.103773585,0.047169811,0.037735849,0.009433962,0.113207547,0.037735849,0.075471698,0.009433962,0.037735849,0.028301887,0.028301887,0.075471698,0.132075472,0.018867925,0.075471698,0.018867925,0.018867925
96,1,0.083333333,0.022727273,0.053030303,0.136363636,0.022727273,0.098484848,0.037878788,0.053030303,0.022727273,0.106060606,0.03030303,0.022727273,0.022727273,0.007575758,0.037878788,0.075757576,0.053030303,0.060606061,0.022727273,0.03030303
97,1,0.14516129,0.016129032,0.048387097,0.088709677,0.008064516,0.032258065,0.032258065,0.048387097,0.040322581,0.096774194,0.008064516,0.024193548,0.008064516,0.064516129,0.080645161,0.040322581,0.096774194,0.056451613,0.032258065,0.032258065
98,1,0.080645161,0.024193548,0.040322581,0.088709677,0.056451613,0.048387097,0.024193548,0.10483871,0.120967742,0.064516129,0.024193548,0.064516129,0.008064516,0.064516129,0.024193548,0.072580645,0.016129032,0.024193548,0.0,0.048387097
99,1,0.089473684,0.005263158,0.142105263,0.089473684,0.036842105,0.057894737,0.031578947,0.063157895,0.042105263,0.068421053,0.031578947,0.068421053,0.015789474,0.021052632,0.036842105,0.010526316,0.063157895,0.052631579,0.021052632,0.052631579
100,1,0.052941176,0.011764706,0.088235294,0.147058824,0.064705882,0.035294118,0.029411765,0.035294118,0.052941176,0.094117647,0.023529412,0.041176471,0.017647059,0.047058824,0.047058824,0.076470588,0.052941176,0.011764706,0.011764706,0.058823529
101,1,0.068322981,0.01242236,0.074534161,0.046583851,0.043478261,0.065217391,0.037267081,0.068322981,0.059006211,0.086956522,0.01552795,0.046583851,0.052795031,0.037267081,0.052795031,0.055900621,0.049689441,0.059006211,0.02484472,0.043478261
102,1,0.089285714,0.017857143,0.047619048,0.023809524,0.023809524,0.05952381,0.023809524,0.029761905,0.136904762,0.077380952,0.017857143,0.053571429,0.047619048,0.035714286,0.06547619,0.071428571,0.083333333,0.035714286,0.041666667,0.017857143
103,1,0.092198582,0.035460993,0.113475177,0.106382979,0.056737589,0.04964539,0.014184397,0.04964539,0.063829787,0.070921986,0.028368794,0.0,0.014184397,0.028368794,0.021276596,0.09929078,0.04964539,0.063829787,0.014184397,0.028368794
104,1,0.103448276,0.020689655,0.089655172,0.110344828,0.062068966,0.062068966,0.020689655,0.055172414,0.027586207,0.110344828,0.034482759,0.027586207,0.006896552,0.034482759,0.048275862,0.048275862,0.048275862,0.048275862,0.006896552,0.034482759
105,1,0.064285714,0.021428571,0.107142857,0.1,0.057142857,0.071428571,0.007142857,0.071428571,0.064285714,0.057142857,0.035714286,0.021428571,0.021428571,0.014285714,0.028571429,0.078571429,0.042857143,0.071428571,0.014285714,0.05
106,1,0.071428571,0.021428571,0.128571429,0.1,0.071428571,0.05,0.028571429,0.078571429,0.05,0.057142857,0.035714286,0.05,0.014285714,0.014285714,0.035714286,0.078571429,0.028571429,0.05,0.014285714,0.021428571
107,1,0.12,0.0,0.113333333,0.086666667,0.053333333,0.073333333,0.02,0.08,0.006666667,0.106666667,0.02,0.0,0.013333333,0.026666667,0.06,0.086666667,0.053333333,0.046666667,0.006666667,0.026666667
108,1,0.111842105,0.0,0.105263158,0.138157895,0.059210526,0.039473684,0.019736842,0.065789474,0.032894737,0.078947368,0.046052632,0.019736842,0.013157895,0.026315789,0.026315789,0.072368421,0.046052632,0.065789474,0.006578947,0.026315789
109,1,0.066666667,0.02,0.086666667,0.106666667,0.046666667,0.073333333,0.02,0.073333333,0.04,0.1,0.033333333,0.04,0.0,0.02,0.033333333,0.086666667,0.046666667,0.046666667,0.02,0.04
110,1,0.141025641,0.006410256,0.083333333,0.115384615,0.044871795,0.070512821,0.032051282,0.064102564,0.019230769,0.083333333,0.032051282,0.012820513,0.006410256,0.038461538,0.038461538,0.083333333,0.038461538,0.038461538,0.006410256,0.044871795
111,1,0.097902098,0.034965035,0.06993007,0.104895105,0.041958042,0.041958042,0.034965035,0.06993007,0.041958042,0.076923077,0.034965035,0.041958042,0.020979021,0.055944056,0.034965035,0.055944056,0.006993007,0.06993007,0.006993007,0.055944056
112,1,0.12849162,0.005586592,0.072625698,0.134078212,0.033519553,0.039106145,0.022346369,0.078212291,0.044692737,0.061452514,0.033519553,0.011173184,0.011173184,0.022346369,0.044692737,0.083798883,0.055865922,0.05027933,0.011173184,0.055865922
113,1,0.06993007,0.020979021,0.097902098,0.118881119,0.041958042,0.055944056,0.034965035,0.048951049,0.034965035,0.076923077,0.034965035,0.027972028,0.013986014,0.027972028,0.034965035,0.055944056,0.06993007,0.083916084,0.013986014,0.034965035
114,1,0.157894737,0.0,0.105263158,0.072368421,0.046052632,0.046052632,0.019736842,0.039473684,0.032894737,0.111842105,0.019736842,0.026315789,0.013157895,0.046052632,0.026315789,0.052631579,0.072368421,0.065789474,0.006578947,0.039473684
